"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente - percentual do total geral"
"Cód.","Município","Situação do domicílio","Ano x Sexo"
"Cód.","Município","Situação do domicílio","2000","2010"
"Cód.","Município","Situação do domicílio","Total","Total"
"1718865","Santa Fé do Araguaia (TO)","Urbana","61.16","66.28"
"1718881","Santa Maria do Tocantins (TO)","Urbana","46.45","59.61"
"1718899","Santa Rita do Tocantins (TO)","Urbana","39.36","43.14"
"1718907","Santa Rosa do Tocantins (TO)","Urbana","53.80","64.51"
"1719004","Santa Tereza do Tocantins (TO)","Urbana","63.39","64.05"
"1720002","Santa Terezinha do Tocantins (TO)","Urbana","56.50","64.43"
"1720101","São Bento do Tocantins (TO)","Urbana","52.22","58.94"
"1720150","São Félix do Tocantins (TO)","Urbana","41.84","64.79"
"1720200","São Miguel do Tocantins (TO)","Urbana","22.51","24.30"
"1720259","São Salvador do Tocantins (TO)","Urbana","39.56","54.57"
"1720309","São Sebastião do Tocantins (TO)","Urbana","76.61","76.65"
"1720499","São Valério (TO)","Urbana","44.28","62.13"
"1720655","Silvanópolis (TO)","Urbana","70.88","80.13"
"1720804","Sítio Novo do Tocantins (TO)","Urbana","50.13","53.29"
"1720853","Sucupira (TO)","Urbana","58.54","63.49"
"1720903","Taguatinga (TO)","Urbana","61.96","70.61"
"1720937","Taipas do Tocantins (TO)","Urbana","64.39","80.05"
"1720978","Talismã (TO)","Urbana","42.50","53.20"
"1721000","Palmas (TO)","Urbana","97.69","97.11"
"1721109","Tocantínia (TO)","Urbana","51.49","43.87"
"1721208","Tocantinópolis (TO)","Urbana","82.88","80.99"
"1721257","Tupirama (TO)","Urbana","36.73","59.09"
"1721307","Tupiratins (TO)","Urbana","53.41","50.79"
"1722081","Wanderlândia (TO)","Urbana","51.33","53.44"
"1722107","Xambioá (TO)","Urbana","79.73","84.80"
"2100055","Açailândia (MA)","Urbana","72.65","75.19"
"2100105","Afonso Cunha (MA)","Urbana","48.18","54.77"
"2100154","Água Doce do Maranhão (MA)","Urbana","28.31","27.05"
"2100204","Alcântara (MA)","Urbana","26.61","29.28"
"2100303","Aldeias Altas (MA)","Urbana","39.17","56.92"
"2100402","Altamira do Maranhão (MA)","Urbana","32.65","28.51"
"2100436","Alto Alegre do Maranhão (MA)","Urbana","64.46","78.76"
"2100477","Alto Alegre do Pindaré (MA)","Urbana","26.21","31.65"
"2100501","Alto Parnaíba (MA)","Urbana","59.35","65.28"
"2100550","Amapá do Maranhão (MA)","Urbana","73.26","75.28"
"2100600","Amarante do Maranhão (MA)","Urbana","34.57","39.55"
"2100709","Anajatuba (MA)","Urbana","26.08","27.74"
"2100808","Anapurus (MA)","Urbana","44.76","51.40"
"2100832","Apicum-Açu (MA)","Urbana","50.03","61.25"
"2100873","Araguanã (MA)","Urbana","42.74","38.48"
"2100907","Araioses (MA)","Urbana","26.17","28.34"
"2100956","Arame (MA)","Urbana","38.40","39.59"
"2101004","Arari (MA)","Urbana","58.61","61.37"
"2101103","Axixá (MA)","Urbana","11.85","41.23"
"2101202","Bacabal (MA)","Urbana","77.77","77.85"
"2101251","Bacabeira (MA)","Urbana","17.99","22.27"
"2101301","Bacuri (MA)","Urbana","49.25","52.31"
"2101350","Bacurituba (MA)","Urbana","24.38","26.90"
"2101400","Balsas (MA)","Urbana","83.35","87.12"
"2101509","Barão de Grajaú (MA)","Urbana","51.38","57.95"
"2101608","Barra do Corda (MA)","Urbana","55.55","62.35"
"2101707","Barreirinhas (MA)","Urbana","33.30","40.15"
"2101731","Belágua (MA)","Urbana","34.82","50.02"
"2101772","Bela Vista do Maranhão (MA)","Urbana","34.99","42.91"
"2101806","Benedito Leite (MA)","Urbana","42.21","51.44"
"2101905","Bequimão (MA)","Urbana","26.13","32.47"
"2101939","Bernardo do Mearim (MA)","Urbana","29.51","38.76"
"2101970","Boa Vista do Gurupi (MA)","Urbana","81.98","70.69"
"2102002","Bom Jardim (MA)","Urbana","35.17","41.96"
"2102036","Bom Jesus das Selvas (MA)","Urbana","48.15","47.19"
"2102077","Bom Lugar (MA)","Urbana","16.72","28.22"
"2102101","Brejo (MA)","Urbana","38.73","36.99"
"2102150","Brejo de Areia (MA)","Urbana","19.81","51.16"
"2102200","Buriti (MA)","Urbana","29.82","31.09"
"2102309","Buriti Bravo (MA)","Urbana","69.41","74.30"
"2102325","Buriticupu (MA)","Urbana","50.95","54.86"
"2102358","Buritirana (MA)","Urbana","27.38","28.04"
"2102374","Cachoeira Grande (MA)","Urbana","38.63","44.90"
"2102408","Cajapió (MA)","Urbana","29.65","36.68"
"2102507","Cajari (MA)","Urbana","28.00","23.36"
"2102556","Campestre do Maranhão (MA)","Urbana","74.57","79.44"
"2102606","Cândido Mendes (MA)","Urbana","55.27","64.37"
"2102705","Cantanhede (MA)","Urbana","48.13","63.38"
"2102754","Capinzal do Norte (MA)","Urbana","38.17","52.44"
"2102804","Carolina (MA)","Urbana","59.86","67.77"
"2102903","Carutapera (MA)","Urbana","70.45","73.73"
"2103000","Caxias (MA)","Urbana","74.05","76.41"
"2103109","Cedral (MA)","Urbana","20.18","23.28"
"2103125","Central do Maranhão (MA)","Urbana","46.03","51.81"
"2103158","Centro do Guilherme (MA)","Urbana","55.28","56.28"
"2103174","Centro Novo do Maranhão (MA)","Urbana","21.49","31.34"
"2103208","Chapadinha (MA)","Urbana","60.71","72.10"
"2103257","Cidelândia (MA)","Urbana","39.12","44.12"
"2103307","Codó (MA)","Urbana","67.56","68.66"
"2103406","Coelho Neto (MA)","Urbana","82.31","82.84"
"2103505","Colinas (MA)","Urbana","58.15","65.36"
"2103554","Conceição do Lago-Açu (MA)","Urbana","48.75","47.58"
"2103604","Coroatá (MA)","Urbana","60.02","69.76"
"2103703","Cururupu (MA)","Urbana","63.61","68.20"
"2103752","Davinópolis (MA)","Urbana","83.35","83.37"
"2103802","Dom Pedro (MA)","Urbana","63.93","67.29"
"2103901","Duque Bacelar (MA)","Urbana","44.33","50.15"
"2104008","Esperantinópolis (MA)","Urbana","46.28","54.38"
"2104057","Estreito (MA)","Urbana","69.11","71.94"
"2104073","Feira Nova do Maranhão (MA)","Urbana","13.66","23.71"
"2104081","Fernando Falcão (MA)","Urbana","15.16","16.30"
"2104099","Formosa da Serra Negra (MA)","Urbana","15.88","33.31"
"2104107","Fortaleza dos Nogueiras (MA)","Urbana","52.43","60.27"
"2104206","Fortuna (MA)","Urbana","62.54","62.95"
"2104305","Godofredo Viana (MA)","Urbana","62.07","63.22"
"2104404","Gonçalves Dias (MA)","Urbana","44.83","44.45"
"2104503","Governador Archer (MA)","Urbana","64.37","64.97"
"2104552","Governador Edison Lobão (MA)","Urbana","35.51","43.77"
"2104602","Governador Eugênio Barros (MA)","Urbana","29.02","29.33"
"2104628","Governador Luiz Rocha (MA)","Urbana","66.53","70.70"
"2104651","Governador Newton Bello (MA)","Urbana","22.69","36.00"
"2104677","Governador Nunes Freire (MA)","Urbana","54.40","62.77"
"2104701","Graça Aranha (MA)","Urbana","49.31","47.43"
"2104800","Grajaú (MA)","Urbana","56.22","59.65"
"2104909","Guimarães (MA)","Urbana","41.60","57.19"
"2105005","Humberto de Campos (MA)","Urbana","29.34","40.12"
"2105104","Icatu (MA)","Urbana","29.19","31.08"
"2105153","Igarapé do Meio (MA)","Urbana","39.75","49.46"
"2105203","Igarapé Grande (MA)","Urbana","61.93","60.36"
"2105302","Imperatriz (MA)","Urbana","94.84","94.76"
"2105351","Itaipava do Grajaú (MA)","Urbana","8.43","30.05"
"2105401","Itapecuru Mirim (MA)","Urbana","64.67","55.82"
"2105427","Itinga do Maranhão (MA)","Urbana","75.24","70.95"
"2105450","Jatobá (MA)","Urbana","40.77","43.87"
"2105476","Jenipapo dos Vieiras (MA)","Urbana","21.51","16.31"
"2105500","João Lisboa (MA)","Urbana","62.23","75.25"
"2105609","Joselândia (MA)","Urbana","30.23","38.62"
"2105658","Junco do Maranhão (MA)","Urbana","46.90","70.12"
"2105708","Lago da Pedra (MA)","Urbana","59.52","65.20"
"2105807","Lago do Junco (MA)","Urbana","28.88","36.47"
"2105906","Lago Verde (MA)","Urbana","36.15","32.78"
"2105922","Lagoa do Mato (MA)","Urbana","28.53","40.73"
"2105948","Lago dos Rodrigues (MA)","Urbana","53.06","62.21"
"2105963","Lagoa Grande do Maranhão (MA)","Urbana","33.79","52.29"
"2105989","Lajeado Novo (MA)","Urbana","34.60","46.14"
"2106003","Lima Campos (MA)","Urbana","57.01","59.47"
"2106102","Loreto (MA)","Urbana","48.28","55.84"
"2106201","Luís Domingues (MA)","Urbana","81.99","84.53"
"2106300","Magalhães de Almeida (MA)","Urbana","48.22","50.96"
"2106326","Maracaçumé (MA)","Urbana","85.37","82.64"
"2106359","Marajá do Sena (MA)","Urbana","10.12","14.38"
"2106375","Maranhãozinho (MA)","Urbana","60.56","64.13"
"2106409","Mata Roma (MA)","Urbana","44.37","47.08"
"2106508","Matinha (MA)","Urbana","35.91","40.59"
"2106607","Matões (MA)","Urbana","35.86","43.96"
"2106631","Matões do Norte (MA)","Urbana","29.24","33.92"
"2106672","Milagres do Maranhão (MA)","Urbana","27.17","21.68"
"2106706","Mirador (MA)","Urbana","35.13","45.83"
"2106755","Miranda do Norte (MA)","Urbana","84.42","79.91"
"2106805","Mirinzal (MA)","Urbana","60.07","63.52"
"2106904","Monção (MA)","Urbana","34.57","37.05"
"2107001","Montes Altos (MA)","Urbana","46.63","54.46"
"2107100","Morros (MA)","Urbana","33.89","37.79"
"2107209","Nina Rodrigues (MA)","Urbana","40.57","35.61"
"2107258","Nova Colinas (MA)","Urbana","41.93","45.24"
"2107308","Nova Iorque (MA)","Urbana","57.16","62.66"
"2107357","Nova Olinda do Maranhão (MA)","Urbana","60.01","61.99"
"2107407","Olho d'Água das Cunhãs (MA)","Urbana","58.71","51.57"
"2107456","Olinda Nova do Maranhão (MA)","Urbana","33.72","45.38"
"2107506","Paço do Lumiar (MA)","Urbana","1.56","74.97"
"2107605","Palmeirândia (MA)","Urbana","18.58","18.43"
"2107704","Paraibano (MA)","Urbana","71.84","78.33"
"2107803","Parnarama (MA)","Urbana","33.90","39.12"
"2107902","Passagem Franca (MA)","Urbana","47.32","59.58"
"2108009","Pastos Bons (MA)","Urbana","59.25","68.12"
"2108058","Paulino Neves (MA)","Urbana","29.61","32.05"
"2108108","Paulo Ramos (MA)","Urbana","44.72","53.91"
"2108207","Pedreiras (MA)","Urbana","79.67","83.49"
"2108256","Pedro do Rosário (MA)","Urbana","16.36","25.91"
"2108306","Penalva (MA)","Urbana","41.66","48.42"
"2108405","Peri Mirim (MA)","Urbana","24.12","26.57"
"2108454","Peritoró (MA)","Urbana","37.65","36.56"
"2108504","Pindaré-Mirim (MA)","Urbana","76.10","71.96"
"2108603","Pinheiro (MA)","Urbana","56.13","59.48"
"2108702","Pio XII (MA)","Urbana","45.56","56.59"
"2108801","Pirapemas (MA)","Urbana","56.51","64.13"
"2108900","Poção de Pedras (MA)","Urbana","44.08","42.51"
"2109007","Porto Franco (MA)","Urbana","74.93","78.34"
"2109056","Porto Rico do Maranhão (MA)","Urbana","39.84","39.98"
"2109106","Presidente Dutra (MA)","Urbana","69.56","71.54"
"2109205","Presidente Juscelino (MA)","Urbana","25.39","35.70"
"2109239","Presidente Médici (MA)","Urbana","66.01","61.25"
"2109270","Presidente Sarney (MA)","Urbana","23.63","24.98"
"2109304","Presidente Vargas (MA)","Urbana","35.71","42.75"
"2109403","Primeira Cruz (MA)","Urbana","34.11","30.74"
"2109452","Raposa (MA)","Urbana","66.54","63.34"
"2109502","Riachão (MA)","Urbana","46.11","50.50"
"2109551","Ribamar Fiquene (MA)","Urbana","42.29","50.25"
"2109601","Rosário (MA)","Urbana","64.65","58.75"
"2109700","Sambaíba (MA)","Urbana","43.62","51.69"
"2109759","Santa Filomena do Maranhão (MA)","Urbana","34.78","32.47"
"2109809","Santa Helena (MA)","Urbana","48.95","50.06"
"2109908","Santa Inês (MA)","Urbana","92.26","94.71"
"2110005","Santa Luzia (MA)","Urbana","30.70","34.83"
"2110039","Santa Luzia do Paruá (MA)","Urbana","53.23","55.60"
"2110104","Santa Quitéria do Maranhão (MA)","Urbana","40.85","48.44"
"2110203","Santa Rita (MA)","Urbana","38.79","46.08"
"2110237","Santana do Maranhão (MA)","Urbana","12.24","15.80"
"2110278","Santo Amaro do Maranhão (MA)","Urbana","28.87","26.27"
"2110302","Santo Antônio dos Lopes (MA)","Urbana","37.44","40.12"
"2110401","São Benedito do Rio Preto (MA)","Urbana","55.79","62.08"
"2110500","São Bento (MA)","Urbana","52.67","57.71"
"2110609","São Bernardo (MA)","Urbana","38.57","44.57"
"2110658","São Domingos do Azeitão (MA)","Urbana","64.86","71.04"
"2110708","São Domingos do Maranhão (MA)","Urbana","48.35","51.52"
"2110807","São Félix de Balsas (MA)","Urbana","24.94","34.62"
"2110856","São Francisco do Brejão (MA)","Urbana","54.28","47.13"
"2110906","São Francisco do Maranhão (MA)","Urbana","24.93","33.79"
"2111003","São João Batista (MA)","Urbana","18.76","26.83"
"2111029","São João do Carú (MA)","Urbana","23.38","51.37"
"2111052","São João do Paraíso (MA)","Urbana","36.94","48.79"
"2111078","São João do Soter (MA)","Urbana","29.94","38.55"
"2111102","São João dos Patos (MA)","Urbana","81.17","82.51"
"2111201","São José de Ribamar (MA)","Urbana","25.37","23.13"
"2111250","São José dos Basílios (MA)","Urbana","36.50","40.10"
"2111300","São Luís (MA)","Urbana","96.27","94.45"
"2111409","São Luís Gonzaga do Maranhão (MA)","Urbana","33.91","39.18"
"2111508","São Mateus do Maranhão (MA)","Urbana","74.50","73.45"
"2111532","São Pedro da Água Branca (MA)","Urbana","86.57","89.06"
"2111573","São Pedro dos Crentes (MA)","Urbana","42.05","55.07"
"2111607","São Raimundo das Mangabeiras (MA)","Urbana","65.37","71.72"
"2111631","São Raimundo do Doca Bezerra (MA)","Urbana","22.28","28.42"
"2111672","São Roberto (MA)","Urbana","55.98","47.76"
"2111706","São Vicente Ferrer (MA)","Urbana","21.61","26.03"
"2111722","Satubinha (MA)","Urbana","20.92","30.31"
"2111748","Senador Alexandre Costa (MA)","Urbana","57.68","60.10"
"2111763","Senador La Rocque (MA)","Urbana","49.04","48.56"
"2111789","Serrano do Maranhão (MA)","Urbana","32.00","38.64"
"2111805","Sítio Novo (MA)","Urbana","28.11","30.23"
"2111904","Sucupira do Norte (MA)","Urbana","36.92","47.34"
"2111953","Sucupira do Riachão (MA)","Urbana","49.76","62.04"
"2112001","Tasso Fragoso (MA)","Urbana","47.46","59.62"
"2112100","Timbiras (MA)","Urbana","52.85","62.40"
"2112209","Timon (MA)","Urbana","87.18","86.92"
"2112233","Trizidela do Vale (MA)","Urbana","87.36","85.32"
"2112274","Tufilândia (MA)","Urbana","37.07","48.82"
"2112308","Tuntum (MA)","Urbana","46.38","45.75"
"2112407","Turiaçu (MA)","Urbana","27.13","32.21"
"2112456","Turilândia (MA)","Urbana","40.21","45.32"
"2112506","Tutóia (MA)","Urbana","30.72","35.39"
"2112605","Urbano Santos (MA)","Urbana","61.96","70.70"
"2112704","Vargem Grande (MA)","Urbana","49.32","54.01"
"2112803","Viana (MA)","Urbana","52.04","54.38"
"2112852","Vila Nova dos Martírios (MA)","Urbana","46.35","54.97"
"2112902","Vitória do Mearim (MA)","Urbana","45.04","47.45"
"2113009","Vitorino Freire (MA)","Urbana","49.50","51.10"
"2114007","Zé Doca (MA)","Urbana","63.04","61.52"
"2200053","Acauã (PI)","Urbana","13.11","13.35"
"2200103","Agricolândia (PI)","Urbana","73.82","70.66"
"2200202","Água Branca (PI)","Urbana","90.07","88.38"
"2200251","Alagoinha do Piauí (PI)","Urbana","28.36","36.36"
"2200277","Alegrete do Piauí (PI)","Urbana","56.48","55.06"
"2200301","Alto Longá (PI)","Urbana","46.70","49.20"
"2200400","Altos (PI)","Urbana","66.97","70.55"
"2200459","Alvorada do Gurguéia (PI)","Urbana","35.12","36.61"
"2200509","Amarante (PI)","Urbana","52.81","51.19"
"2200608","Angical do Piauí (PI)","Urbana","74.62","78.15"
"2200707","Anísio de Abreu (PI)","Urbana","46.72","49.49"
"2200806","Antônio Almeida (PI)","Urbana","67.20","73.18"
"2200905","Aroazes (PI)","Urbana","52.63","59.35"
"2200954","Aroeiras do Itaim (PI)","Urbana","...","9.75"
"2201002","Arraial (PI)","Urbana","50.83","51.90"
"2201051","Assunção do Piauí (PI)","Urbana","40.85","45.02"
"2201101","Avelino Lopes (PI)","Urbana","53.17","60.67"
"2201150","Baixa Grande do Ribeiro (PI)","Urbana","47.00","61.69"
"2201176","Barra D'Alcântara (PI)","Urbana","39.32","52.75"
"2201200","Barras (PI)","Urbana","46.00","49.33"
"2201309","Barreiras do Piauí (PI)","Urbana","51.07","57.98"
"2201408","Barro Duro (PI)","Urbana","74.10","72.48"
"2201507","Batalha (PI)","Urbana","32.87","37.27"
"2201556","Bela Vista do Piauí (PI)","Urbana","25.58","32.90"
"2201572","Belém do Piauí (PI)","Urbana","36.19","48.81"
"2201606","Beneditinos (PI)","Urbana","53.69","63.17"
"2201705","Bertolínia (PI)","Urbana","69.12","73.21"
"2201739","Betânia do Piauí (PI)","Urbana","11.91","27.90"
"2201770","Boa Hora (PI)","Urbana","19.79","24.21"
"2201804","Bocaina (PI)","Urbana","35.48","39.96"
"2201903","Bom Jesus (PI)","Urbana","68.83","77.88"
"2201919","Bom Princípio do Piauí (PI)","Urbana","26.29","31.18"
"2201929","Bonfim do Piauí (PI)","Urbana","23.75","30.32"
"2201945","Boqueirão do Piauí (PI)","Urbana","33.72","43.05"
"2201960","Brasileira (PI)","Urbana","39.72","43.72"
"2201988","Brejo do Piauí (PI)","Urbana","29.95","37.04"
"2202000","Buriti dos Lopes (PI)","Urbana","50.18","53.97"
"2202026","Buriti dos Montes (PI)","Urbana","25.33","30.36"
"2202059","Cabeceiras do Piauí (PI)","Urbana","16.35","16.69"
"2202075","Cajazeiras do Piauí (PI)","Urbana","32.47","33.26"
"2202083","Cajueiro da Praia (PI)","Urbana","35.95","37.68"
"2202091","Caldeirão Grande do Piauí (PI)","Urbana","23.92","29.31"
"2202109","Campinas do Piauí (PI)","Urbana","30.03","33.41"
"2202117","Campo Alegre do Fidalgo (PI)","Urbana","9.21","26.08"
"2202133","Campo Grande do Piauí (PI)","Urbana","24.17","28.06"
"2202174","Campo Largo do Piauí (PI)","Urbana","18.18","21.02"
"2202208","Campo Maior (PI)","Urbana","74.03","74.20"
"2202251","Canavieira (PI)","Urbana","45.07","44.33"
"2202307","Canto do Buriti (PI)","Urbana","55.27","55.59"
"2202406","Capitão de Campos (PI)","Urbana","56.21","57.95"
"2202455","Capitão Gervásio Oliveira (PI)","Urbana","10.43","29.96"
"2202505","Caracol (PI)","Urbana","37.48","39.44"
"2202539","Caraúbas do Piauí (PI)","Urbana","13.20","17.59"
"2202554","Caridade do Piauí (PI)","Urbana","26.86","32.72"
"2202604","Castelo do Piauí (PI)","Urbana","50.40","62.60"
"2202653","Caxingó (PI)","Urbana","18.28","19.17"
"2202703","Cocal (PI)","Urbana","44.09","46.17"
"2202711","Cocal de Telha (PI)","Urbana","52.59","58.94"
"2202729","Cocal dos Alves (PI)","Urbana","25.88","31.98"
"2202737","Coivaras (PI)","Urbana","24.95","30.78"
"2202752","Colônia do Gurguéia (PI)","Urbana","77.53","80.35"
"2202778","Colônia do Piauí (PI)","Urbana","36.55","35.57"
"2202802","Conceição do Canindé (PI)","Urbana","52.92","52.80"
"2202851","Coronel José Dias (PI)","Urbana","22.94","32.83"
"2202901","Corrente (PI)","Urbana","54.04","61.77"
"2203008","Cristalândia do Piauí (PI)","Urbana","35.56","37.61"
"2203107","Cristino Castro (PI)","Urbana","66.57","72.76"
"2203206","Curimatá (PI)","Urbana","55.34","65.83"
"2203230","Currais (PI)","Urbana","16.56","19.64"
"2203255","Curralinhos (PI)","Urbana","21.89","31.82"
"2203271","Curral Novo do Piauí (PI)","Urbana","24.88","28.32"
"2203305","Demerval Lobão (PI)","Urbana","82.10","81.89"
"2203354","Dirceu Arcoverde (PI)","Urbana","30.58","35.49"
"2203404","Dom Expedito Lopes (PI)","Urbana","56.01","54.38"
"2203420","Domingos Mourão (PI)","Urbana","22.18","22.47"
"2203453","Dom Inocêncio (PI)","Urbana","9.61","21.83"
"2203503","Elesbão Veloso (PI)","Urbana","67.54","69.76"
"2203602","Eliseu Martins (PI)","Urbana","66.88","81.91"
"2203701","Esperantina (PI)","Urbana","60.86","61.32"
"2203750","Fartura do Piauí (PI)","Urbana","19.10","26.33"
"2203800","Flores do Piauí (PI)","Urbana","40.10","45.51"
"2203859","Floresta do Piauí (PI)","Urbana","24.25","34.69"
"2203909","Floriano (PI)","Urbana","85.52","86.62"
"2204006","Francinópolis (PI)","Urbana","59.42","62.56"
"2204105","Francisco Ayres (PI)","Urbana","45.36","48.11"
"2204154","Francisco Macedo (PI)","Urbana","27.34","40.26"
"2204204","Francisco Santos (PI)","Urbana","47.62","46.31"
"2204303","Fronteiras (PI)","Urbana","57.39","65.56"
"2204352","Geminiano (PI)","Urbana","17.52","22.21"
"2204402","Gilbués (PI)","Urbana","44.20","57.59"
"2204501","Guadalupe (PI)","Urbana","93.09","95.85"
"2204550","Guaribas (PI)","Urbana","18.65","28.97"
"2204600","Hugo Napoleão (PI)","Urbana","79.53","82.15"
"2204659","Ilha Grande (PI)","Urbana","82.45","83.52"
"2204709","Inhuma (PI)","Urbana","45.85","49.03"
"2204808","Ipiranga do Piauí (PI)","Urbana","58.41","61.61"
"2204907","Isaías Coelho (PI)","Urbana","22.11","22.69"
"2205003","Itainópolis (PI)","Urbana","24.78","22.77"
"2205102","Itaueira (PI)","Urbana","49.53","55.71"
"2205151","Jacobina do Piauí (PI)","Urbana","14.96","17.90"
"2205201","Jaicós (PI)","Urbana","46.50","47.17"
"2205250","Jardim do Mulato (PI)","Urbana","29.30","27.45"
"2205276","Jatobá do Piauí (PI)","Urbana","15.23","19.07"
"2205300","Jerumenha (PI)","Urbana","57.45","56.24"
"2205359","João Costa (PI)","Urbana","14.98","23.68"
"2205409","Joaquim Pires (PI)","Urbana","28.07","30.80"
"2205458","Joca Marques (PI)","Urbana","27.32","32.88"
"2205508","José de Freitas (PI)","Urbana","55.12","58.25"
"2205516","Juazeiro do Piauí (PI)","Urbana","21.45","31.09"
"2205524","Júlio Borges (PI)","Urbana","19.24","30.11"
"2205532","Jurema (PI)","Urbana","12.31","19.17"
"2205540","Lagoinha do Piauí (PI)","Urbana","46.30","59.56"
"2205557","Lagoa Alegre (PI)","Urbana","34.12","37.99"
"2205565","Lagoa do Barro do Piauí (PI)","Urbana","18.92","21.98"
"2205573","Lagoa de São Francisco (PI)","Urbana","29.06","32.58"
